replicate,delta_C
1062,-0.008693045563549107
1063,-0.03534704370179942
1064,-0.012758201701093541
1065,-0.004232164449818665
1066,-0.017230955259975755
1067,-0.04438964241676935
1068,-0.019379844961240233
1069,-0.021739130434782594
1070,-0.04619565217391308
1071,-0.04021608643457386
1072,-0.012385919165580184
1073,-0.025883838383838342
1074,-0.031003039513677888
1075,-0.02792956891317544
1076,-0.049348230912476754
1077,-0.05447941888619856
1078,-0.017065868263473005
1079,-0.005389980976537756
1080,-0.03195488721804518
1081,-0.03703703703703698
1082,-0.020794537554314152
1083,-0.03208556149732622
1084,-0.017473118279569877
1085,-0.0228739002932552
1086,-0.03734061930783239
1087,-0.014775413711583973
1088,-0.0349588719153936
1089,-0.026025719534598868
1090,-0.04371217215870882
1091,-0.037081339712918604
1092,-0.015491100856954487
1093,-0.02486678507992901
1094,0.004305043050430557
1095,-0.04667480170835869
1096,-0.0012787723785165905
1097,-0.00898587933247752
1098,-0.045454545454545525
1099,-0.026715039577836386
1100,-0.017622461170848314
1101,0.016871165644171793
1102,-0.00821167883211682
1103,-0.00484848484848488
1104,-0.007334963325183463
1105,-0.014594279042615343
1106,0.007250755287009025
1107,-0.004984423676012373
1108,-0.013601036269429989
1109,-0.07024029574861368
1110,-0.02377850162866446
1111,-0.04671717171717171
1112,-0.02310231023102305
1113,-0.03347665847665848
1114,-0.03272845106934541
1115,0.0012870012870013214
1116,-0.043580683156654865
1117,-0.04224924012158049
1118,-0.03730846102598262
1119,-0.007619047619047636
1120,-0.027918781725888353
1121,0.014615907545887152
1122,-0.05559125964010281
1123,-0.038163387000596294
1124,-0.04156976744186047
1125,-0.07029765674477523
1126,0.0030469226081657474
1127,0.013075965130759704
1128,-0.01533333333333331
1129,-0.0027239709443098725
1130,0.020389531345100464
1131,-0.016129032258064502
1132,-0.07678821879382891
1133,-0.001908396946564861
1134,-0.024834437086092787
1135,-0.03700305810397553
1136,-0.027043269230769273
1137,-0.006752789195537234
1138,-0.0009096422073984201
1139,0.006886227544910195
1140,-0.054668304668304635
1141,-0.01944943147815681
1142,-0.03111387678904798
1143,-0.03799489144316737
1144,-0.04272445820433435
1145,-0.020676691729323293
1146,-0.029956763434218714
1147,-0.020695860827834367
1148,-0.001779359430605032
1149,-0.03735823882588396
1150,-0.03716427232979391
1151,0.0003039513677811634
1152,-0.01436031331592691
1153,-0.004531722054380682
1154,-0.029357798165137616
1155,0.010139416983523386
1156,0.006009615384615419
1157,-0.01440460947503197
1158,-0.08808777429467085
1159,-0.03767123287671237
1160,-0.03105196451204062
1161,-0.002071005917159696
